case_id,case_name,parcel_count,litigation_cases,compensation_pending_pct,acquisition_stage,ownership_disputes,document_issues,previous_delays_months,notification_age_months,delayed
CASE-0403,Vellore Urban Peripheral Phase 2 (Sec 1),18,1,31.9,Declaration (Sec 3D/19),1,3,1.8,17.5,0
CASE-0404,Tiruchirappalli Freight Link Phase 1 (Sec 5),151,5,11.2,Possession (Sec 3E/38),18,7,7.1,41.9,1
CASE-0405,Thoothukudi Port Rail Spur Phase 1 (Sec 2),25,1,89.7,SIA & Objection (Sec 3C/15),2,7,0.0,4.2,0
CASE-0406,Tiruchirappalli Freight Link Phase 2 (Sec 1),107,0,48.6,Declaration (Sec 3D/19),3,13,4.8,19.1,0
CASE-0407,SIPCOT Industrial Corridor Phase 3 (Sec 1),80,1,56.8,Award Inquiry (Sec 3G/23),12,6,5.0,29.0,1
CASE-0408,Tirunelveli Solar Park Access Phase 3 (Sec 7),56,2,97.0,Notification (Sec 3A/11),4,4,0.2,3.3,0
CASE-0409,Thoothukudi Port Rail Spur Phase 2 (Sec 4),62,1,54.5,Declaration (Sec 3D/19),5,6,0.3,14.4,0
CASE-0410,Salem Bypass Extension Phase 3 (Sec 6),59,1,39.5,Award Inquiry (Sec 3G/23),1,4,1.4,21.9,0
CASE-0411,Hosur IT Expressway Phase 1 (Sec 3),99,6,51.1,Award Inquiry (Sec 3G/23),0,5,8.2,32.2,1
CASE-0412,Madurai Logistics Park Phase 2 (Sec 4),111,2,34.6,Award Inquiry (Sec 3G/23),25,5,0.7,20.8,1
CASE-0413,Salem Bypass Extension Phase 1 (Sec 1),21,1,50.5,Possession (Sec 3E/38),2,3,0.8,33.1,0
CASE-0414,SIPCOT Industrial Corridor Phase 2 (Sec 6),63,0,77.1,Notification (Sec 3A/11),3,3,3.0,6.3,0
CASE-0415,Coimbatore Ring Road Sec Phase 1 (Sec 1),18,0,17.8,Possession (Sec 3E/38),1,0,0.0,30.4,0
CASE-0416,Vellore Urban Peripheral Phase 2 (Sec 6),43,0,75.2,Declaration (Sec 3D/19),2,2,3.0,19.5,0
CASE-0417,Tiruchirappalli Freight Link Phase 2 (Sec 2),26,1,14.8,Compensation Disbursement,2,1,0.7,27.3,0
CASE-0418,Coimbatore Ring Road Sec Phase 1 (Sec 3),34,1,38.7,Award Inquiry (Sec 3G/23),0,2,0.4,20.7,0
CASE-0419,Tiruchirappalli Freight Link Phase 3 (Sec 2),145,1,80.4,Notification (Sec 3A/11),2,8,1.0,4.6,0
CASE-0420,SIPCOT Industrial Corridor Phase 1 (Sec 4),20,0,81.8,Notification (Sec 3A/11),2,2,3.1,6.8,0
CASE-0421,Vellore Urban Peripheral Phase 2 (Sec 2),36,0,39.9,Award Inquiry (Sec 3G/23),3,2,2.1,22.3,0
CASE-0422,Tirunelveli Solar Park Access Phase 1 (Sec 3),55,1,70.8,SIA & Objection (Sec 3C/15),0,9,1.4,10.4,0
CASE-0423,Madurai Logistics Park Phase 2 (Sec 3),63,0,83.3,Notification (Sec 3A/11),8,2,1.4,5.1,0
CASE-0424,Tirunelveli Solar Park Access Phase 1 (Sec 4),31,2,30.1,Compensation Disbursement,5,2,0.0,24.5,1
CASE-0425,SIPCOT Industrial Corridor Phase 1 (Sec 4),40,1,70.3,SIA & Objection (Sec 3C/15),0,0,0.0,7.0,0
CASE-0426,SIPCOT Industrial Corridor Phase 1 (Sec 7),186,8,64.4,Declaration (Sec 3D/19),9,18,0.0,14.0,1
CASE-0427,Tiruchirappalli Freight Link Phase 1 (Sec 3),28,0,81.9,SIA & Objection (Sec 3C/15),1,2,2.7,11.1,0
CASE-0428,Thoothukudi Port Rail Spur Phase 2 (Sec 4),83,1,51.4,Possession (Sec 3E/38),3,9,2.1,34.8,1
CASE-0429,Hosur IT Expressway Phase 3 (Sec 4),65,2,76.7,SIA & Objection (Sec 3C/15),4,3,0.0,7.8,0
CASE-0430,SIPCOT Industrial Corridor Phase 3 (Sec 7),15,0,71.0,Award Inquiry (Sec 3G/23),3,2,0.0,18.4,1
CASE-0431,Hosur IT Expressway Phase 3 (Sec 7),99,1,75.0,SIA & Objection (Sec 3C/15),6,8,1.9,10.1,0
CASE-0432,Salem Bypass Extension Phase 3 (Sec 1),75,2,85.5,Notification (Sec 3A/11),10,0,2.4,7.1,1
CASE-0433,Erode Agri-Logistics Zone Phase 2 (Sec 4),25,0,62.9,Award Inquiry (Sec 3G/23),0,1,0.0,18.3,1
CASE-0434,Hosur IT Expressway Phase 3 (Sec 4),35,1,47.0,Possession (Sec 3E/38),2,3,7.1,41.8,1
CASE-0435,Erode Agri-Logistics Zone Phase 2 (Sec 6),108,0,91.0,SIA & Objection (Sec 3C/15),11,3,2.7,11.0,0
CASE-0436,Coimbatore Ring Road Sec Phase 2 (Sec 3),23,0,51.2,Possession (Sec 3E/38),0,3,1.5,34.1,0
CASE-0437,SIPCOT Industrial Corridor Phase 3 (Sec 7),195,1,2.1,Possession (Sec 3E/38),11,17,3.7,37.1,0
CASE-0438,Coimbatore Ring Road Sec Phase 2 (Sec 2),72,1,75.1,Award Inquiry (Sec 3G/23),9,4,0.0,13.6,1
CASE-0439,Salem Bypass Extension Phase 1 (Sec 1),24,2,64.1,Declaration (Sec 3D/19),1,3,0.0,13.3,0
CASE-0440,Coimbatore Ring Road Sec Phase 2 (Sec 7),73,0,79.7,Award Inquiry (Sec 3G/23),3,6,2.9,25.0,0
CASE-0441,Vellore Urban Peripheral Phase 3 (Sec 7),41,0,85.7,SIA & Objection (Sec 3C/15),0,2,5.1,16.0,0
CASE-0442,Erode Agri-Logistics Zone Phase 2 (Sec 6),98,0,87.1,Notification (Sec 3A/11),3,18,3.9,9.9,1
CASE-0443,Madurai Logistics Park Phase 3 (Sec 1),73,4,81.9,Notification (Sec 3A/11),2,9,4.4,7.9,1
CASE-0444,SIPCOT Industrial Corridor Phase 1 (Sec 2),161,1,85.9,Notification (Sec 3A/11),10,7,0.0,2.6,0
CASE-0445,Tirunelveli Solar Park Access Phase 1 (Sec 2),39,1,45.0,Declaration (Sec 3D/19),1,7,0.0,8.6,0
CASE-0446,Hosur IT Expressway Phase 1 (Sec 7),64,1,60.8,Declaration (Sec 3D/19),3,2,0.0,8.8,0
CASE-0447,Thoothukudi Port Rail Spur Phase 1 (Sec 4),41,0,78.8,Notification (Sec 3A/11),0,2,6.1,11.2,1
CASE-0448,Erode Agri-Logistics Zone Phase 1 (Sec 4),50,1,72.7,Possession (Sec 3E/38),2,3,5.7,38.4,1
CASE-0449,Erode Agri-Logistics Zone Phase 3 (Sec 2),292,5,47.9,Award Inquiry (Sec 3G/23),0,16,3.7,26.1,1
CASE-0450,Tirunelveli Solar Park Access Phase 2 (Sec 6),31,0,64.9,Award Inquiry (Sec 3G/23),4,2,0.0,17.5,0
CASE-0451,Tirunelveli Solar Park Access Phase 3 (Sec 7),178,3,54.1,Declaration (Sec 3D/19),19,3,13.9,41.5,1
CASE-0452,Tiruchirappalli Freight Link Phase 1 (Sec 4),85,1,44.7,Award Inquiry (Sec 3G/23),2,11,2.8,23.0,1
CASE-0453,Salem Bypass Extension Phase 1 (Sec 7),68,0,56.8,Compensation Disbursement,1,3,1.2,27.8,0
CASE-0454,Thoothukudi Port Rail Spur Phase 3 (Sec 7),16,1,14.1,Possession (Sec 3E/38),1,0,1.5,34.8,0
CASE-0455,Madurai Logistics Park Phase 3 (Sec 6),25,1,95.0,Notification (Sec 3A/11),0,2,2.7,7.2,0
CASE-0456,Coimbatore Ring Road Sec Phase 2 (Sec 4),23,0,61.8,Declaration (Sec 3D/19),2,2,0.0,11.5,0
CASE-0457,Hosur IT Expressway Phase 1 (Sec 1),80,1,57.1,Award Inquiry (Sec 3G/23),1,6,2.8,23.3,1
CASE-0458,Vellore Urban Peripheral Phase 1 (Sec 5),47,0,48.9,Compensation Disbursement,3,3,1.7,28.8,1
CASE-0459,Coimbatore Ring Road Sec Phase 2 (Sec 2),51,2,0.3,Compensation Disbursement,3,2,1.3,27.9,1
CASE-0460,SIPCOT Industrial Corridor Phase 3 (Sec 7),35,2,14.5,Compensation Disbursement,4,7,0.5,26.6,1
CASE-0461,Salem Bypass Extension Phase 2 (Sec 3),130,0,73.2,Declaration (Sec 3D/19),4,5,4.2,18.7,0
CASE-0462,Coimbatore Ring Road Sec Phase 3 (Sec 3),67,2,47.6,Award Inquiry (Sec 3G/23),0,4,0.0,17.7,0
CASE-0463,Salem Bypass Extension Phase 1 (Sec 7),82,2,96.7,SIA & Objection (Sec 3C/15),9,7,0.7,8.9,0
CASE-0464,SIPCOT Industrial Corridor Phase 1 (Sec 2),37,1,4.0,Possession (Sec 3E/38),10,1,5.9,38.6,1
CASE-0465,Tiruchirappalli Freight Link Phase 3 (Sec 3),27,1,35.2,Declaration (Sec 3D/19),1,2,1.2,16.0,0
CASE-0466,Madurai Logistics Park Phase 2 (Sec 2),60,2,55.4,Possession (Sec 3E/38),7,2,2.9,35.6,1
CASE-0467,Hosur IT Expressway Phase 1 (Sec 1),147,2,94.3,SIA & Objection (Sec 3C/15),7,6,1.7,10.1,0
CASE-0468,Thoothukudi Port Rail Spur Phase 3 (Sec 7),61,0,61.6,Compensation Disbursement,1,6,0.9,27.4,0
CASE-0469,Vellore Urban Peripheral Phase 1 (Sec 3),17,1,97.9,Notification (Sec 3A/11),1,0,0.3,3.5,1
CASE-0470,Erode Agri-Logistics Zone Phase 3 (Sec 3),16,1,53.6,Award Inquiry (Sec 3G/23),0,2,5.1,26.1,0
CASE-0471,Salem Bypass Extension Phase 2 (Sec 3),38,4,39.0,Declaration (Sec 3D/19),3,1,5.0,22.3,1
CASE-0472,Erode Agri-Logistics Zone Phase 3 (Sec 1),36,0,11.7,Compensation Disbursement,0,2,5.1,32.8,0
CASE-0473,Thoothukudi Port Rail Spur Phase 3 (Sec 6),209,6,54.7,Award Inquiry (Sec 3G/23),5,37,0.0,18.5,1
CASE-0474,SIPCOT Industrial Corridor Phase 1 (Sec 2),131,5,61.8,Compensation Disbursement,20,3,5.0,33.1,1
CASE-0475,Salem Bypass Extension Phase 3 (Sec 5),232,0,49.0,Compensation Disbursement,7,16,2.9,29.7,0
CASE-0476,SIPCOT Industrial Corridor Phase 2 (Sec 3),56,0,89.7,SIA & Objection (Sec 3C/15),0,3,3.3,11.6,0
CASE-0477,SIPCOT Industrial Corridor Phase 3 (Sec 7),37,1,70.6,Compensation Disbursement,4,0,5.6,31.9,1
CASE-0478,Vellore Urban Peripheral Phase 3 (Sec 7),64,3,55.7,Declaration (Sec 3D/19),2,3,5.1,21.2,1
CASE-0479,SIPCOT Industrial Corridor Phase 2 (Sec 1),27,0,73.6,SIA & Objection (Sec 3C/15),1,0,3.7,12.5,0
CASE-0480,Thoothukudi Port Rail Spur Phase 3 (Sec 3),100,0,2.6,Possession (Sec 3E/38),11,17,1.4,34.4,0
CASE-0481,Thoothukudi Port Rail Spur Phase 2 (Sec 3),124,3,21.1,Compensation Disbursement,8,9,0.0,24.5,0
CASE-0482,Coimbatore Ring Road Sec Phase 3 (Sec 5),39,0,6.9,Compensation Disbursement,0,2,4.6,32.5,0
CASE-0483,Hosur IT Expressway Phase 1 (Sec 4),98,0,2.1,Possession (Sec 3E/38),3,15,2.1,34.6,0
CASE-0484,Madurai Logistics Park Phase 1 (Sec 3),126,1,9.4,Possession (Sec 3E/38),8,5,2.3,36.5,0
CASE-0485,Madurai Logistics Park Phase 2 (Sec 7),78,2,83.1,SIA & Objection (Sec 3C/15),1,5,0.0,4.1,0
CASE-0486,Erode Agri-Logistics Zone Phase 2 (Sec 5),23,0,83.2,SIA & Objection (Sec 3C/15),1,1,0.5,8.6,0
CASE-0487,Salem Bypass Extension Phase 3 (Sec 1),30,0,82.2,Notification (Sec 3A/11),0,7,3.6,7.5,0
CASE-0488,Coimbatore Ring Road Sec Phase 2 (Sec 1),239,12,63.9,Declaration (Sec 3D/19),24,12,0.0,13.0,1
CASE-0489,Coimbatore Ring Road Sec Phase 2 (Sec 5),54,2,98.4,SIA & Objection (Sec 3C/15),2,5,0.0,1.7,1
CASE-0490,SIPCOT Industrial Corridor Phase 1 (Sec 6),67,0,17.9,Compensation Disbursement,1,9,0.0,24.9,0
CASE-0491,Thoothukudi Port Rail Spur Phase 1 (Sec 2),18,3,84.8,SIA & Objection (Sec 3C/15),1,1,7.2,16.1,1
CASE-0492,Tiruchirappalli Freight Link Phase 2 (Sec 7),29,1,80.0,Notification (Sec 3A/11),4,3,1.6,4.8,0
CASE-0493,Tirunelveli Solar Park Access Phase 3 (Sec 1),30,0,76.1,Award Inquiry (Sec 3G/23),0,0,2.4,24.1,1
CASE-0494,SIPCOT Industrial Corridor Phase 3 (Sec 3),155,7,76.2,Notification (Sec 3A/11),19,39,3.0,6.2,1
CASE-0495,Tiruchirappalli Freight Link Phase 3 (Sec 4),60,0,87.6,SIA & Objection (Sec 3C/15),2,0,3.8,14.7,1
CASE-0496,Tirunelveli Solar Park Access Phase 2 (Sec 3),173,5,89.7,Notification (Sec 3A/11),16,10,1.2,5.1,1
CASE-0497,Salem Bypass Extension Phase 3 (Sec 6),216,5,77.8,Declaration (Sec 3D/19),6,11,1.3,15.4,1
CASE-0498,SIPCOT Industrial Corridor Phase 3 (Sec 6),165,3,42.7,Declaration (Sec 3D/19),13,17,4.3,19.8,0
CASE-0499,Salem Bypass Extension Phase 3 (Sec 7),35,0,55.2,Declaration (Sec 3D/19),1,4,1.6,15.8,0
CASE-0500,Salem Bypass Extension Phase 3 (Sec 2),83,0,50.7,Compensation Disbursement,3,5,2.3,30.5,0
CASE-0501,Tiruchirappalli Freight Link Phase 2 (Sec 4),38,0,8.3,Compensation Disbursement,0,2,5.4,34.5,1
CASE-0502,Vellore Urban Peripheral Phase 3 (Sec 7),54,1,88.8,Notification (Sec 3A/11),3,4,3.7,8.9,0
CASE-0503,Thoothukudi Port Rail Spur Phase 1 (Sec 7),194,1,83.9,Award Inquiry (Sec 3G/23),10,12,3.2,23.7,1
CASE-0504,Hosur IT Expressway Phase 3 (Sec 6),28,0,90.4,SIA & Objection (Sec 3C/15),1,4,0.0,5.4,0
CASE-0505,Tirunelveli Solar Park Access Phase 3 (Sec 4),50,0,16.5,Compensation Disbursement,4,3,1.9,29.4,0
CASE-0506,Tirunelveli Solar Park Access Phase 3 (Sec 7),44,0,84.9,Notification (Sec 3A/11),0,3,0.0,1.0,0
CASE-0507,Thoothukudi Port Rail Spur Phase 2 (Sec 7),83,1,18.0,Compensation Disbursement,8,4,6.2,32.9,1
CASE-0508,Tirunelveli Solar Park Access Phase 3 (Sec 4),32,1,99.8,SIA & Objection (Sec 3C/15),1,0,0.0,8.0,0
CASE-0509,Salem Bypass Extension Phase 1 (Sec 7),20,1,63.2,Award Inquiry (Sec 3G/23),0,3,0.5,20.9,1
CASE-0510,Tiruchirappalli Freight Link Phase 1 (Sec 5),85,0,17.4,Compensation Disbursement,2,8,3.8,31.0,0
CASE-0511,SIPCOT Industrial Corridor Phase 2 (Sec 4),58,2,72.5,Notification (Sec 3A/11),2,2,2.7,6.6,0
CASE-0512,SIPCOT Industrial Corridor Phase 1 (Sec 1),101,0,60.0,Declaration (Sec 3D/19),3,5,2.1,17.1,0
CASE-0513,Tirunelveli Solar Park Access Phase 2 (Sec 7),45,0,79.0,Notification (Sec 3A/11),2,2,2.9,6.1,0
CASE-0514,Coimbatore Ring Road Sec Phase 3 (Sec 7),76,1,58.7,Award Inquiry (Sec 3G/23),5,7,4.5,25.6,1
CASE-0515,Salem Bypass Extension Phase 2 (Sec 5),58,1,35.5,Award Inquiry (Sec 3G/23),1,8,1.9,22.5,0
CASE-0516,SIPCOT Industrial Corridor Phase 1 (Sec 5),21,1,82.0,Notification (Sec 3A/11),0,0,0.0,1.0,0
CASE-0517,Madurai Logistics Park Phase 1 (Sec 4),32,2,83.5,Declaration (Sec 3D/19),7,1,4.7,19.1,1
CASE-0518,Erode Agri-Logistics Zone Phase 3 (Sec 3),113,0,36.3,Declaration (Sec 3D/19),10,18,3.3,18.6,0
CASE-0519,Erode Agri-Logistics Zone Phase 3 (Sec 2),105,0,78.5,Notification (Sec 3A/11),0,11,1.6,4.8,0
CASE-0520,Vellore Urban Peripheral Phase 2 (Sec 1),86,1,30.7,Award Inquiry (Sec 3G/23),9,10,0.9,21.3,0
CASE-0521,SIPCOT Industrial Corridor Phase 1 (Sec 1),116,0,0.8,Possession (Sec 3E/38),5,6,2.4,35.1,0
CASE-0522,Salem Bypass Extension Phase 3 (Sec 7),250,2,70.0,Award Inquiry (Sec 3G/23),14,36,0.0,18.8,1
CASE-0523,Coimbatore Ring Road Sec Phase 3 (Sec 4),53,0,93.7,Notification (Sec 3A/11),6,10,1.3,4.7,0
CASE-0524,SIPCOT Industrial Corridor Phase 2 (Sec 2),151,6,73.4,SIA & Objection (Sec 3C/15),15,19,0.2,8.2,1
CASE-0525,Thoothukudi Port Rail Spur Phase 2 (Sec 5),50,0,81.0,Declaration (Sec 3D/19),3,1,3.0,18.1,0
CASE-0526,Thoothukudi Port Rail Spur Phase 3 (Sec 4),50,0,44.9,Award Inquiry (Sec 3G/23),3,1,0.9,21.0,0
CASE-0527,Thoothukudi Port Rail Spur Phase 2 (Sec 3),154,2,49.3,Compensation Disbursement,29,13,4.4,34.5,1
CASE-0528,Erode Agri-Logistics Zone Phase 1 (Sec 7),120,0,97.3,Notification (Sec 3A/11),17,9,0.0,1.0,0
CASE-0529,SIPCOT Industrial Corridor Phase 2 (Sec 7),93,1,32.5,Award Inquiry (Sec 3G/23),1,7,5.5,28.9,1
CASE-0530,Hosur IT Expressway Phase 1 (Sec 7),22,0,95.0,Notification (Sec 3A/11),4,5,1.8,5.2,0
CASE-0531,Tirunelveli Solar Park Access Phase 1 (Sec 6),46,2,72.4,SIA & Objection (Sec 3C/15),6,3,0.0,5.1,0
CASE-0532,SIPCOT Industrial Corridor Phase 3 (Sec 2),103,1,76.0,Notification (Sec 3A/11),8,12,0.0,1.6,0
CASE-0533,Tiruchirappalli Freight Link Phase 2 (Sec 7),51,3,42.9,Declaration (Sec 3D/19),3,10,23.6,39.3,1
CASE-0534,Madurai Logistics Park Phase 2 (Sec 6),48,0,77.5,SIA & Objection (Sec 3C/15),0,5,0.0,3.2,0
CASE-0535,Madurai Logistics Park Phase 3 (Sec 3),222,5,13.3,Compensation Disbursement,29,28,0.7,27.1,1
CASE-0536,Erode Agri-Logistics Zone Phase 2 (Sec 2),172,4,36.9,Award Inquiry (Sec 3G/23),4,11,0.0,19.5,0
CASE-0537,Vellore Urban Peripheral Phase 1 (Sec 2),89,1,75.8,Award Inquiry (Sec 3G/23),2,14,0.0,19.3,1
CASE-0538,Tiruchirappalli Freight Link Phase 1 (Sec 1),69,1,74.7,Award Inquiry (Sec 3G/23),14,2,3.9,24.4,1
CASE-0539,Thoothukudi Port Rail Spur Phase 1 (Sec 2),16,0,79.9,SIA & Objection (Sec 3C/15),2,0,1.2,10.2,0
CASE-0540,Tiruchirappalli Freight Link Phase 1 (Sec 4),27,0,96.4,Notification (Sec 3A/11),3,1,0.0,2.8,0
CASE-0541,Madurai Logistics Park Phase 1 (Sec 7),100,1,81.8,SIA & Objection (Sec 3C/15),3,5,0.0,8.0,0
CASE-0542,Coimbatore Ring Road Sec Phase 2 (Sec 5),106,2,13.2,Possession (Sec 3E/38),5,6,5.6,39.3,1
CASE-0543,Vellore Urban Peripheral Phase 3 (Sec 2),16,0,44.6,Declaration (Sec 3D/19),2,2,1.4,16.4,0
CASE-0544,Hosur IT Expressway Phase 3 (Sec 1),48,3,73.7,Notification (Sec 3A/11),2,5,0.0,2.6,0
CASE-0545,Tirunelveli Solar Park Access Phase 3 (Sec 1),35,0,84.1,SIA & Objection (Sec 3C/15),3,0,5.3,16.4,1
CASE-0546,Coimbatore Ring Road Sec Phase 2 (Sec 3),31,1,10.1,Possession (Sec 3E/38),6,1,0.8,33.1,0
CASE-0547,Tirunelveli Solar Park Access Phase 2 (Sec 3),97,2,75.2,Declaration (Sec 3D/19),6,8,0.0,7.2,0
CASE-0548,Erode Agri-Logistics Zone Phase 3 (Sec 5),29,0,73.3,SIA & Objection (Sec 3C/15),2,0,1.6,9.9,0
CASE-0549,Tiruchirappalli Freight Link Phase 3 (Sec 1),139,4,81.4,Notification (Sec 3A/11),7,14,0.6,3.8,1
CASE-0550,Coimbatore Ring Road Sec Phase 3 (Sec 2),239,3,71.7,Award Inquiry (Sec 3G/23),30,13,0.0,13.8,1
CASE-0551,Thoothukudi Port Rail Spur Phase 3 (Sec 1),36,1,75.1,Notification (Sec 3A/11),2,2,0.0,2.9,0
CASE-0552,Erode Agri-Logistics Zone Phase 2 (Sec 3),122,2,79.8,Declaration (Sec 3D/19),2,10,0.0,10.5,0
CASE-0553,Coimbatore Ring Road Sec Phase 2 (Sec 1),31,4,16.3,Compensation Disbursement,2,0,0.0,25.0,1
CASE-0554,SIPCOT Industrial Corridor Phase 1 (Sec 4),20,0,75.7,SIA & Objection (Sec 3C/15),1,0,0.0,6.3,0
CASE-0555,Salem Bypass Extension Phase 2 (Sec 2),32,0,99.3,SIA & Objection (Sec 3C/15),1,3,0.0,3.6,0
CASE-0556,Coimbatore Ring Road Sec Phase 3 (Sec 5),234,3,99.2,Notification (Sec 3A/11),6,28,0.0,1.0,1
CASE-0557,Hosur IT Expressway Phase 3 (Sec 2),20,0,53.4,Declaration (Sec 3D/19),0,2,0.5,14.8,0
CASE-0558,Hosur IT Expressway Phase 2 (Sec 5),127,4,79.7,Notification (Sec 3A/11),7,8,6.6,15.7,1
CASE-0559,Tirunelveli Solar Park Access Phase 3 (Sec 5),154,0,46.1,Award Inquiry (Sec 3G/23),0,33,4.7,25.4,0
CASE-0560,SIPCOT Industrial Corridor Phase 2 (Sec 1),45,0,81.4,Notification (Sec 3A/11),5,7,2.0,6.1,0
CASE-0561,Hosur IT Expressway Phase 3 (Sec 6),33,0,77.2,Notification (Sec 3A/11),4,1,0.0,2.3,0
CASE-0562,Salem Bypass Extension Phase 3 (Sec 7),244,6,0.2,Compensation Disbursement,17,8,2.0,29.1,1
CASE-0563,Tirunelveli Solar Park Access Phase 1 (Sec 7),45,0,9.7,Possession (Sec 3E/38),5,6,2.2,34.4,1
CASE-0564,Madurai Logistics Park Phase 2 (Sec 5),101,1,12.2,Possession (Sec 3E/38),11,6,0.0,27.7,0
CASE-0565,Vellore Urban Peripheral Phase 1 (Sec 3),15,0,76.0,Notification (Sec 3A/11),1,0,4.0,8.3,0
CASE-0566,Hosur IT Expressway Phase 2 (Sec 1),286,10,45.5,Declaration (Sec 3D/19),5,39,1.3,15.5,1
CASE-0567,Tirunelveli Solar Park Access Phase 1 (Sec 2),23,0,75.6,SIA & Objection (Sec 3C/15),0,0,0.0,4.8,0
CASE-0568,Hosur IT Expressway Phase 2 (Sec 6),40,0,79.3,SIA & Objection (Sec 3C/15),2,4,0.0,3.2,0
CASE-0569,Tiruchirappalli Freight Link Phase 2 (Sec 4),100,1,16.8,Possession (Sec 3E/38),13,8,3.3,36.1,0
CASE-0570,Coimbatore Ring Road Sec Phase 1 (Sec 2),39,0,53.8,Declaration (Sec 3D/19),6,3,2.9,17.9,0
CASE-0571,Madurai Logistics Park Phase 3 (Sec 4),79,0,83.7,SIA & Objection (Sec 3C/15),6,9,4.8,14.1,1
CASE-0572,Madurai Logistics Park Phase 1 (Sec 5),18,0,70.1,Notification (Sec 3A/11),0,1,0.0,1.0,0
CASE-0573,Coimbatore Ring Road Sec Phase 2 (Sec 7),71,2,6.9,Compensation Disbursement,7,4,0.3,26.4,0
CASE-0574,Tirunelveli Solar Park Access Phase 3 (Sec 3),97,0,82.2,Declaration (Sec 3D/19),2,8,4.4,21.2,1
CASE-0575,Thoothukudi Port Rail Spur Phase 1 (Sec 1),53,0,40.0,Award Inquiry (Sec 3G/23),0,4,0.0,18.9,0
CASE-0576,Tirunelveli Solar Park Access Phase 3 (Sec 6),32,0,74.1,SIA & Objection (Sec 3C/15),0,4,0.0,1.6,0
CASE-0577,Hosur IT Expressway Phase 3 (Sec 7),38,2,82.8,SIA & Objection (Sec 3C/15),1,1,0.0,2.0,0
CASE-0578,Hosur IT Expressway Phase 2 (Sec 4),16,1,73.2,Declaration (Sec 3D/19),2,0,1.4,16.5,0
CASE-0579,SIPCOT Industrial Corridor Phase 1 (Sec 1),85,0,99.5,SIA & Objection (Sec 3C/15),11,2,0.0,6.7,0
CASE-0580,Thoothukudi Port Rail Spur Phase 1 (Sec 4),163,2,84.8,SIA & Objection (Sec 3C/15),2,10,2.4,11.8,1
CASE-0581,Erode Agri-Logistics Zone Phase 1 (Sec 7),94,1,73.0,Compensation Disbursement,4,5,0.1,26.1,0
CASE-0582,Hosur IT Expressway Phase 1 (Sec 6),142,3,81.4,Notification (Sec 3A/11),8,9,8.9,14.8,1
CASE-0583,SIPCOT Industrial Corridor Phase 3 (Sec 3),172,2,31.2,Possession (Sec 3E/38),2,16,1.8,34.0,0
CASE-0584,Vellore Urban Peripheral Phase 1 (Sec 3),19,1,89.1,SIA & Objection (Sec 3C/15),0,4,0.0,5.6,0
CASE-0585,Salem Bypass Extension Phase 2 (Sec 1),146,2,86.0,SIA & Objection (Sec 3C/15),9,21,0.0,7.2,1
CASE-0586,Tiruchirappalli Freight Link Phase 1 (Sec 5),107,1,4.5,Compensation Disbursement,14,8,0.0,25.5,0
CASE-0587,Thoothukudi Port Rail Spur Phase 2 (Sec 5),43,0,53.1,Compensation Disbursement,2,3,2.6,29.0,1
CASE-0588,Coimbatore Ring Road Sec Phase 1 (Sec 7),46,2,88.1,SIA & Objection (Sec 3C/15),1,8,1.5,9.8,0
CASE-0589,Coimbatore Ring Road Sec Phase 2 (Sec 3),105,0,84.5,SIA & Objection (Sec 3C/15),2,7,0.0,6.9,0
CASE-0590,Madurai Logistics Park Phase 1 (Sec 7),65,1,73.3,Notification (Sec 3A/11),2,5,4.8,8.8,0
CASE-0591,Tiruchirappalli Freight Link Phase 3 (Sec 2),26,1,48.0,Possession (Sec 3E/38),5,0,5.8,40.6,1
CASE-0592,Tirunelveli Solar Park Access Phase 1 (Sec 2),24,1,36.9,Declaration (Sec 3D/19),1,4,9.2,23.8,1
CASE-0593,Thoothukudi Port Rail Spur Phase 3 (Sec 6),63,0,67.2,Compensation Disbursement,0,5,4.2,33.4,0
CASE-0594,Salem Bypass Extension Phase 1 (Sec 6),48,1,87.4,Notification (Sec 3A/11),2,0,4.3,7.8,1
CASE-0595,Tiruchirappalli Freight Link Phase 1 (Sec 2),65,1,42.6,Declaration (Sec 3D/19),6,2,2.9,17.8,0
CASE-0596,Tiruchirappalli Freight Link Phase 2 (Sec 6),19,0,96.7,Notification (Sec 3A/11),0,0,2.6,6.6,0
CASE-0597,Coimbatore Ring Road Sec Phase 2 (Sec 5),51,1,67.6,Compensation Disbursement,2,1,8.0,36.4,1
CASE-0598,Tiruchirappalli Freight Link Phase 3 (Sec 6),30,1,36.3,Award Inquiry (Sec 3G/23),2,0,3.7,26.0,0
CASE-0599,SIPCOT Industrial Corridor Phase 3 (Sec 2),17,0,59.6,Award Inquiry (Sec 3G/23),2,1,4.2,28.0,1
CASE-0600,Tiruchirappalli Freight Link Phase 1 (Sec 3),16,0,67.1,Award Inquiry (Sec 3G/23),0,1,0.0,18.1,1
CASE-0601,Thoothukudi Port Rail Spur Phase 3 (Sec 6),16,0,42.2,Award Inquiry (Sec 3G/23),1,2,1.2,21.9,1
CASE-0602,Salem Bypass Extension Phase 1 (Sec 5),54,1,51.2,Declaration (Sec 3D/19),4,2,5.6,24.2,1
CASE-0603,Hosur IT Expressway Phase 1 (Sec 3),33,2,7.9,Compensation Disbursement,1,2,0.0,20.2,0
